image_name,filter_type,filter_name,kernel_size,padding,runtime,file_name
NZjers1,combined,box,5,constant,-1,./results/edge/NZjers1/box/combined/5-constant-azcChxfT.png
NZjers1,magnitude,box,7,constant,-1,./results/edge/NZjers1/box/magnitude/7-constant-dOgLJZDK.png
NZjers1,direction,box,7,constant,-1,./results/edge/NZjers1/box/direction/7-constant-vRTpLpyM.png
NZjers1,combined,box,7,constant,-1,./results/edge/NZjers1/box/combined/7-constant-gujMdFRR.png
NZjers1,magnitude,box,9,constant,-1,./results/edge/NZjers1/box/magnitude/9-constant-FEDYGyKN.png
NZjers1,direction,box,9,constant,-1,./results/edge/NZjers1/box/direction/9-constant-HoQiNWIq.png
NZjers1,combined,box,9,constant,-1,./results/edge/NZjers1/box/combined/9-constant-swwMTtiq.png
NZjers1,magnitude,box,11,constant,-1,./results/edge/NZjers1/box/magnitude/11-constant-gvpYKaTS.png
NZjers1,direction,box,11,constant,-1,./results/edge/NZjers1/box/direction/11-constant-ajWrGpUF.png
NZjers1,combined,box,11,constant,-1,./results/edge/NZjers1/box/combined/11-constant-bXPAKwTo.png
NZjers1,magnitude,box,13,constant,-1,./results/edge/NZjers1/box/magnitude/13-constant-mYivyEFS.png
NZjers1,direction,box,13,constant,-1,./results/edge/NZjers1/box/direction/13-constant-eTZHPcsj.png
NZjers1,combined,box,13,constant,-1,./results/edge/NZjers1/box/combined/13-constant-LDpIRgcV.png
NZjers1,magnitude,box,15,constant,-1,./results/edge/NZjers1/box/magnitude/15-constant-rPSNTkWl.png
NZjers1,direction,box,15,constant,-1,./results/edge/NZjers1/box/direction/15-constant-wUOloMDQ.png
NZjers1,combined,box,15,constant,-1,./results/edge/NZjers1/box/combined/15-constant-suaFhEKU.png
NZjers1,magnitude,butterworth_low_pass,3,constant,-1,./results/edge/NZjers1/butterworth_low_pass/magnitude/3-constant-hSQFsjWm.png
NZjers1,direction,butterworth_low_pass,3,constant,-1,./results/edge/NZjers1/butterworth_low_pass/direction/3-constant-BjlkoQAP.png
NZjers1,combined,butterworth_low_pass,3,constant,-1,./results/edge/NZjers1/butterworth_low_pass/combined/3-constant-qRPpMJiZ.png
NZjers1,magnitude,butterworth_low_pass,5,constant,-1,./results/edge/NZjers1/butterworth_low_pass/magnitude/5-constant-NLzmaQWK.png
NZjers1,direction,butterworth_low_pass,5,constant,-1,./results/edge/NZjers1/butterworth_low_pass/direction/5-constant-ngsoZKKu.png
NZjers1,combined,butterworth_low_pass,5,constant,-1,./results/edge/NZjers1/butterworth_low_pass/combined/5-constant-JUguyWQr.png
NZjers1,magnitude,butterworth_low_pass,7,constant,-1,./results/edge/NZjers1/butterworth_low_pass/magnitude/7-constant-tKidALTp.png
NZjers1,direction,butterworth_low_pass,7,constant,-1,./results/edge/NZjers1/butterworth_low_pass/direction/7-constant-nXMPzLku.png
NZjers1,combined,butterworth_low_pass,7,constant,-1,./results/edge/NZjers1/butterworth_low_pass/combined/7-constant-UgMjIZBU.png
NZjers1,magnitude,butterworth_low_pass,9,constant,-1,./results/edge/NZjers1/butterworth_low_pass/magnitude/9-constant-pxtOVdIx.png
NZjers1,direction,butterworth_low_pass,9,constant,-1,./results/edge/NZjers1/butterworth_low_pass/direction/9-constant-QtNfyjaf.png
NZjers1,combined,butterworth_low_pass,9,constant,-1,./results/edge/NZjers1/butterworth_low_pass/combined/9-constant-KXkKKlFs.png
NZjers1,magnitude,butterworth_low_pass,11,constant,-1,./results/edge/NZjers1/butterworth_low_pass/magnitude/11-constant-lYTLNuAk.png
NZjers1,direction,butterworth_low_pass,11,constant,-1,./results/edge/NZjers1/butterworth_low_pass/direction/11-constant-LESmLNTQ.png
NZjers1,combined,butterworth_low_pass,11,constant,-1,./results/edge/NZjers1/butterworth_low_pass/combined/11-constant-yPTacnwr.png
NZjers1,magnitude,butterworth_low_pass,13,constant,-1,./results/edge/NZjers1/butterworth_low_pass/magnitude/13-constant-XaXueNLY.png
