image_name,filter_type,filter_name,kernel_size,padding,runtime,file_name
NZjers1,nonlinear,truncated_median,7,constant,9763903200,./results/filter/NZjers1/truncated_median/7-constant-VWkDEvbH.png
NZjers1,nonlinear,truncated_median,9,constant,9806991000,./results/filter/NZjers1/truncated_median/9-constant-DIdCCCKX.png
NZjers1,nonlinear,truncated_median,11,constant,9855251800,./results/filter/NZjers1/truncated_median/11-constant-cQPhNuRR.png
NZjers1,nonlinear,truncated_median,13,constant,9957006200,./results/filter/NZjers1/truncated_median/13-constant-wrbbtlmb.png
NZjers1,nonlinear,truncated_median,15,constant,10130114600,./results/filter/NZjers1/truncated_median/15-constant-OWZABdPz.png
NZjers1,nonlinear,max,3,constant,765610800,./results/filter/NZjers1/max/3-constant-ZMTlWAns.png
NZjers1,nonlinear,max,5,constant,762809600,./results/filter/NZjers1/max/5-constant-TrpjlUVi.png
NZjers1,nonlinear,max,7,constant,764914700,./results/filter/NZjers1/max/7-constant-AvEvXQXe.png
NZjers1,nonlinear,max,9,constant,763721000,./results/filter/NZjers1/max/9-constant-lKydKIrG.png
NZjers1,nonlinear,max,11,constant,742588300,./results/filter/NZjers1/max/11-constant-vjAJMFbS.png
NZjers1,nonlinear,max,13,constant,785474900,./results/filter/NZjers1/max/13-constant-WIraopmO.png
NZjers1,nonlinear,max,15,constant,763792300,./results/filter/NZjers1/max/15-constant-KhxoACWH.png
NZjers1,nonlinear,min,3,constant,771037500,./results/filter/NZjers1/min/3-constant-tJLxizPi.png
NZjers1,nonlinear,min,5,constant,790065700,./results/filter/NZjers1/min/5-constant-zfiQBDGU.png
NZjers1,nonlinear,min,7,constant,765392600,./results/filter/NZjers1/min/7-constant-IoibJOxL.png
NZjers1,nonlinear,min,9,constant,767839800,./results/filter/NZjers1/min/9-constant-wrJkPlWJ.png
NZjers1,nonlinear,min,11,constant,768443200,./results/filter/NZjers1/min/11-constant-YsSPqFSV.png
NZjers1,nonlinear,min,13,constant,740236700,./results/filter/NZjers1/min/13-constant-PMdnvfmE.png
NZjers1,nonlinear,min,15,constant,810828200,./results/filter/NZjers1/min/15-constant-ZygpzAvQ.png
NZjers1,nonlinear,midpoint,3,constant,1532220600,./results/filter/NZjers1/midpoint/3-constant-BlAUsleP.png
NZjers1,nonlinear,midpoint,5,constant,1567519900,./results/filter/NZjers1/midpoint/5-constant-QOwUVTfq.png
NZjers1,nonlinear,midpoint,7,constant,1597770700,./results/filter/NZjers1/midpoint/7-constant-tZzKUQQE.png
NZjers1,nonlinear,midpoint,9,constant,1532361500,./results/filter/NZjers1/midpoint/9-constant-dzlLdWtF.png
NZjers1,nonlinear,midpoint,11,constant,1615385500,./results/filter/NZjers1/midpoint/11-constant-YUbrtWmT.png
NZjers1,nonlinear,midpoint,13,constant,1599694100,./results/filter/NZjers1/midpoint/13-constant-jBjTNAgQ.png
NZjers1,nonlinear,midpoint,15,constant,1589855300,./results/filter/NZjers1/midpoint/15-constant-dqsdgXop.png
NZjers1,nonlinear,alpha_trimmed_mean,3,constant,1634401200,./results/filter/NZjers1/alpha_trimmed_mean/3-constant-pQXqSmRr.png
NZjers1,nonlinear,alpha_trimmed_mean,5,constant,1613678300,./results/filter/NZjers1/alpha_trimmed_mean/5-constant-YIbFplqh.png
